VE_susc,VE_infect,Covid_probTrans,totalNum_sims,t,Label_testingDiff,VE_symptOR_observed.2.5.,VE_symptOR_observed.50.,VE_symptOR_observed.97.5.,VE_symptRR_observed.2.5.,VE_symptRR_observed.50.,VE_symptRR_observed.97.5.,Covid_cumPropSymptInfect_vac.2.5.,Covid_cumPropSymptInfect_vac.50.,Covid_cumPropSymptInfect_vac.97.5.,Covid_cumPropSymptInfect_unvac.2.5.,Covid_cumPropSymptInfect_unvac.50.,Covid_cumPropSymptInfect_unvac.97.5.,Avg_numContacts.2.5.,Avg_numContacts.50.,Avg_numContacts.97.5.,t_highChange.2.5.,t_highChange.50.,t_highChange.97.5.
0.1,0.2,0.1,100,30,equal,-0.089571746,0.090054331,0.257112019,-0.086935897,0.088205128,0.257301223,0.005004333,0.008586667,0.014167333,0.0056,0.00962,0.016466,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,31,equal,-0.120617525,0.087436577,0.259377524,-0.12034334,0.087186437,0.255191965,0.005832667,0.010146667,0.01671,0.006478,0.01132,0.019624,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,32,equal,-0.106487826,0.095424082,0.250952392,-0.091542845,0.095,0.247346278,0.006979667,0.011973333,0.019862,0.007716,0.0134,0.022647,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,33,equal,-0.072163726,0.087394768,0.241214755,-0.070184108,0.089105339,0.2297982,0.008262667,0.01422,0.023599,0.009274,0.01594,0.026267,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,34,equal,-0.035035277,0.091483751,0.209512048,-0.02915897,0.094409938,0.199870144,0.009748333,0.0167,0.027618,0.010872,0.01896,0.030997,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,35,equal,-0.033757191,0.098609006,0.19670415,-0.034346405,0.095952024,0.192953945,0.011418,0.019673333,0.032348333,0.012775,0.0221,0.036758,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,36,equal,-0.039886894,0.081477858,0.206828869,-0.051697531,0.080177653,0.207484895,0.013438333,0.023206667,0.037808333,0.015056,0.02616,0.043307,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,37,equal,-0.029759653,0.090970878,0.20848017,-0.026331522,0.087957673,0.199590611,0.015921,0.027573333,0.044036,0.017637,0.0306,0.050692,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,38,equal,-0.012003566,0.091637104,0.182740093,-0.019192701,0.084730957,0.179666124,0.018649,0.0323,0.050975,0.020791,0.03596,0.058634,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,39,equal,-0.010288408,0.090796942,0.185602366,-0.008842582,0.091040008,0.180298448,0.022096,0.03808,0.060074333,0.024046,0.04228,0.068521,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,40,equal,0.011667618,0.096797518,0.179076831,0.006024918,0.09404709,0.176951227,0.026172667,0.044673333,0.070106333,0.028291,0.04914,0.080174,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,41,equal,0.035644215,0.094889674,0.171150817,0.034846855,0.093530655,0.164873131,0.030555667,0.052226667,0.081792667,0.033273,0.05768,0.092412,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,42,equal,0.027830604,0.10409073,0.169047873,0.026703739,0.098052446,0.159460553,0.035479333,0.060446667,0.094869333,0.038934,0.06704,0.106366,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,43,equal,0.033709921,0.107819597,0.173071403,0.039853325,0.100061787,0.159683609,0.041531333,0.070566667,0.109034,0.045051,0.0783,0.121569,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,44,equal,0.027250615,0.106993091,0.165406051,0.030520299,0.098565318,0.149059195,0.048781333,0.081653333,0.124778667,0.052969,0.09106,0.14036,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,45,equal,0.029089198,0.105136553,0.161241275,0.034646091,0.097005405,0.141988393,0.056340333,0.094366667,0.142656667,0.062619,0.10524,0.16005,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,46,equal,0.036044832,0.105284282,0.165124278,0.04021284,0.096625011,0.148608266,0.065610667,0.108466667,0.161840667,0.072683,0.12012,0.181491,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,47,equal,0.05329567,0.109525613,0.166014444,0.044890162,0.097655966,0.14885387,0.075718,0.125033333,0.182795333,0.083335,0.13866,0.203525,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,48,equal,0.057619954,0.111471339,0.16434731,0.051734132,0.097852401,0.139159413,0.087201333,0.142906667,0.205708333,0.09706,0.15828,0.22928,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,49,equal,0.057548194,0.113006691,0.165008443,0.052323176,0.098532852,0.13815311,0.100619667,0.16204,0.228900667,0.111382,0.1804,0.255816,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,50,equal,0.058578359,0.114892379,0.159246564,0.05352066,0.098497241,0.131013477,0.115787667,0.182646667,0.253029667,0.127834,0.2034,0.282656,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,51,equal,0.064534996,0.116365507,0.159179922,0.062153717,0.09631978,0.131148365,0.132007667,0.204933333,0.277692667,0.1461,0.2281,0.311218,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,52,equal,0.071362279,0.118566156,0.159895629,0.064844329,0.097686637,0.128086411,0.150080667,0.228433333,0.302655,0.165911,0.25492,0.33914,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,53,equal,0.084264437,0.122381613,0.161100002,0.06999884,0.097500697,0.127926203,0.169792333,0.252193333,0.328257333,0.188622,0.2831,0.366379,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,54,equal,0.093402609,0.127081794,0.167854288,0.069934337,0.099815946,0.127382419,0.191110333,0.277166667,0.352699333,0.212103,0.31062,0.393666,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,55,equal,0.094792161,0.131954307,0.174503639,0.074597036,0.100865846,0.124813724,0.213877667,0.302973333,0.375932667,0.236644,0.33748,0.420196,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,56,equal,0.097844417,0.135620625,0.168373708,0.069911149,0.099987934,0.123164382,0.238000333,0.3282,0.397915667,0.262637,0.36506,0.446072,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,57,equal,0.10136446,0.143365371,0.176484016,0.069994053,0.099410967,0.123965429,0.262828333,0.352686667,0.418085333,0.29068,0.39288,0.467897,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,58,equal,0.105379929,0.144327182,0.181273226,0.071360899,0.099081763,0.122025001,0.288282,0.376533333,0.437317,0.318503,0.41804,0.489975,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,59,equal,0.113944582,0.148908066,0.185424572,0.076781733,0.099795127,0.116649194,0.313720667,0.398813333,0.453987,0.345324,0.44244,0.508233,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,60,equal,0.115954857,0.155252832,0.188139117,0.077759366,0.100495535,0.116847272,0.338531,0.419153333,0.469645333,0.373207,0.46516,0.525,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,61,equal,0.122155989,0.158277336,0.192808461,0.078108459,0.099733622,0.118184748,0.362846333,0.438153333,0.483619,0.399392,0.48598,0.539641,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,62,equal,0.12915597,0.162918978,0.191413017,0.078866432,0.098141712,0.117616062,0.386262667,0.4554,0.495539333,0.425656,0.50546,0.552851,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,63,equal,0.133197832,0.167756529,0.195242666,0.080694535,0.098789238,0.115922155,0.408200333,0.470546667,0.505588333,0.449592,0.52184,0.563435,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,64,equal,0.132737583,0.169361356,0.201845016,0.08168971,0.098642473,0.116228226,0.428215,0.4842,0.513835333,0.471748,0.53596,0.573032,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,65,equal,0.137649187,0.174447614,0.20770169,0.083487545,0.10008836,0.116257676,0.445917667,0.49564,0.521055667,0.490689,0.54866,0.580187,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,66,equal,0.142209116,0.178686006,0.207714753,0.083710534,0.100003415,0.116797022,0.461849333,0.505713333,0.527086667,0.508552,0.55988,0.587063,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,67,equal,0.147237181,0.182880263,0.209128804,0.083931356,0.099323097,0.115358613,0.476182333,0.51408,0.532350667,0.523275,0.57002,0.593606,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,68,equal,0.147985062,0.18427279,0.216240817,0.083798038,0.098912871,0.11695247,0.489606667,0.52088,0.536627667,0.538267,0.57814,0.598324,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,69,equal,0.149902652,0.187752096,0.216988191,0.08371943,0.098508499,0.116398421,0.500372333,0.526846667,0.540516333,0.550862,0.58528,0.602595,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,70,equal,0.155618552,0.187645153,0.21903006,0.084519151,0.098640519,0.115571253,0.509822,0.531966667,0.543996333,0.561959,0.59078,0.605981,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,71,equal,0.156730086,0.190458546,0.221127713,0.084126165,0.098377758,0.115174373,0.517935667,0.536346667,0.546529333,0.57104,0.59542,0.608755,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,72,equal,0.161730716,0.19298243,0.221123053,0.084751812,0.098666088,0.114860049,0.52486,0.539926667,0.548657,0.579223,0.59934,0.611269,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,73,equal,0.163499523,0.196066368,0.222059083,0.084651807,0.098844808,0.114806562,0.530287333,0.543093333,0.550371,0.58548,0.6027,0.613065,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,74,equal,0.164396045,0.196950499,0.220788647,0.086280252,0.099329714,0.114891495,0.535275333,0.545586667,0.552077,0.590597,0.6051,0.61468,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,75,equal,0.164648813,0.197277284,0.222650083,0.085621715,0.098953426,0.115352316,0.539121,0.54766,0.553377667,0.594735,0.6075,0.615922,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,76,equal,0.164020839,0.197338588,0.222571842,0.085787349,0.098606898,0.114372276,0.542077667,0.54938,0.554457333,0.5986,0.60964,0.616983,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,77,equal,0.164866573,0.197998081,0.224303124,0.08588826,0.099024672,0.114941726,0.544477,0.55088,0.555462333,0.601456,0.61134,0.618444,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,78,equal,0.166555425,0.198492168,0.224150418,0.086256389,0.099462356,0.115056682,0.546106333,0.5519,0.556101,0.603438,0.61276,0.61973,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,79,equal,0.166428125,0.199897404,0.225169069,0.085875694,0.099176453,0.115161598,0.547821667,0.552766667,0.556654667,0.605558,0.61382,0.620694,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,80,equal,0.165605968,0.199949243,0.225713604,0.08587589,0.099168278,0.114868958,0.549126333,0.553486667,0.557297667,0.60692,0.61472,0.621534,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,81,equal,0.166332793,0.200142763,0.225522772,0.085895871,0.098964149,0.115139038,0.550328,0.554226667,0.557824,0.608163,0.61546,0.622355,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,82,equal,0.164818273,0.199331553,0.226286921,0.086067123,0.099210642,0.115093144,0.551246667,0.55486,0.558152333,0.609127,0.6161,0.622936,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,83,equal,0.164026239,0.198766979,0.224604752,0.086285002,0.09913016,0.114736261,0.551877333,0.555293333,0.558484333,0.609708,0.61662,0.623258,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,84,equal,0.164105602,0.19922538,0.224559579,0.086725647,0.099335911,0.114496415,0.552330667,0.555606667,0.558809667,0.610055,0.61698,0.623534,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,85,equal,0.164826883,0.199132579,0.225477474,0.086420025,0.0996138,0.11481046,0.552704667,0.555893333,0.559093333,0.61047,0.61746,0.623732,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,86,equal,0.165598595,0.1997781,0.225742973,0.086674666,0.099637238,0.114959146,0.553006333,0.556173333,0.559367,0.610792,0.61776,0.623829,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,87,equal,0.164516799,0.199173169,0.225969008,0.086298719,0.099866186,0.115021174,0.553241,0.5564,0.559634333,0.610977,0.61798,0.624067,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,88,equal,0.164368798,0.198980821,0.225474753,0.086139908,0.099895057,0.115245642,0.553341333,0.556566667,0.559787333,0.611177,0.61822,0.624109,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,89,equal,0.163191674,0.198945876,0.226125915,0.086364367,0.099793656,0.115111834,0.553492333,0.556693333,0.559901667,0.611419,0.61838,0.624151,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,90,equal,0.162108129,0.199066888,0.226542075,0.08615662,0.099648015,0.115123409,0.553618,0.5568,0.559996333,0.611577,0.61848,0.62425,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,91,equal,0.160131472,0.198468825,0.225077612,0.086252508,0.099766852,0.115152134,0.553698667,0.55688,0.56011,0.611695,0.61858,0.624309,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,92,equal,0.160068636,0.198339707,0.225953781,0.086179059,0.099777266,0.1151882,0.553804,0.55694,0.560206,0.611878,0.61864,0.624347,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,93,equal,0.159892711,0.198368365,0.225607739,0.086197902,0.099779229,0.115177826,0.553884,0.557033333,0.560265667,0.612013,0.61868,0.624347,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,94,equal,0.159618447,0.198113007,0.225397422,0.086188614,0.099609,0.115285514,0.553936,0.5571,0.560320333,0.612032,0.61868,0.624366,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,95,equal,0.159100939,0.197405684,0.224852234,0.086107506,0.099527304,0.115434929,0.553961333,0.557166667,0.560373,0.612133,0.61874,0.624423,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,96,equal,0.160420634,0.196670832,0.223767382,0.086031269,0.099463814,0.115341729,0.554007667,0.557186667,0.560413,0.612171,0.61874,0.624541,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,97,equal,0.161039545,0.196491356,0.223543796,0.08594071,0.099339643,0.115294201,0.554014,0.557213333,0.560425667,0.612171,0.61874,0.624604,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,98,equal,0.159925814,0.195994626,0.223846955,0.085984822,0.099233365,0.11529592,0.554014,0.557233333,0.560465667,0.61219,0.61876,0.624604,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,99,equal,0.159643151,0.195407686,0.224174563,0.086023835,0.099174712,0.115290137,0.554047667,0.557246667,0.560492333,0.612211,0.61876,0.624604,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,100,equal,0.160430864,0.194948502,0.223350062,0.085970842,0.099169343,0.115120623,0.554061,0.557246667,0.560498667,0.612232,0.61876,0.624604,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,30,highUnequal,-0.413101491,-0.009888833,0.256084974,-2.215862897,-1.277350427,-0.729933505,0.005004333,0.008586667,0.014167333,0.0056,0.00962,0.016466,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,31,highUnequal,-0.417600738,-0.009511279,0.225574926,-2.21215873,-1.267973856,-0.766628788,0.005832667,0.010146667,0.01671,0.006478,0.01132,0.019624,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,32,highUnequal,-0.331336123,-0.015646945,0.196585479,-2.087049062,-1.270446399,-0.828528435,0.006979667,0.011973333,0.019862,0.007716,0.0134,0.022647,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,33,highUnequal,-0.33527278,-0.024776041,0.167069389,-2.0772395,-1.273015873,-0.879007267,0.008262667,0.01422,0.023599,0.009274,0.01594,0.026267,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,34,highUnequal,-0.301960002,-0.014042137,0.14895352,-1.931780303,-1.271780303,-0.910341708,0.009748333,0.0167,0.027618,0.010872,0.01896,0.030997,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,35,highUnequal,-0.314819518,-0.02677539,0.14819373,-1.933505502,-1.293942261,-0.89880752,0.011418,0.019673333,0.032348333,0.012775,0.0221,0.036758,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,36,highUnequal,-0.289064598,-0.035447261,0.124908835,-1.895572917,-1.293121693,-0.965500254,0.013438333,0.023206667,0.037808333,0.015056,0.02616,0.043307,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,37,highUnequal,-0.233603204,-0.036301091,0.099251791,-1.764652863,-1.280339218,-1.019791667,0.015921,0.027573333,0.044036,0.017637,0.0306,0.050692,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,38,highUnequal,-0.233680428,-0.050906505,0.092264312,-1.74088247,-1.30658136,-1.014744426,0.018649,0.0323,0.050975,0.020791,0.03596,0.058634,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,39,highUnequal,-0.234273648,-0.0442022,0.07440993,-1.686518817,-1.284098229,-1.054191515,0.022096,0.03808,0.060074333,0.024046,0.04228,0.068521,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,40,highUnequal,-0.214713155,-0.051534769,0.075049427,-1.658992076,-1.29426687,-1.056303907,0.026172667,0.044673333,0.070106333,0.028291,0.04914,0.080174,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,41,highUnequal,-0.205124908,-0.048576984,0.062857346,-1.588682967,-1.287237237,-1.075803303,0.030555667,0.052226667,0.081792667,0.033273,0.05768,0.092412,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,42,highUnequal,-0.197865139,-0.048218767,0.040843499,-1.601130638,-1.264784436,-1.116405011,0.035479333,0.060446667,0.094869333,0.038934,0.06704,0.106366,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,43,highUnequal,-0.188605815,-0.051172639,0.045505625,-1.560080149,-1.263871226,-1.098058703,0.041531333,0.070566667,0.109034,0.045051,0.0783,0.121569,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,44,highUnequal,-0.200016262,-0.062584342,0.029339303,-1.554192986,-1.271434886,-1.122871457,0.048781333,0.081653333,0.124778667,0.052969,0.09106,0.14036,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,45,highUnequal,-0.174386754,-0.062489875,0.025235394,-1.496506328,-1.273590986,-1.146297202,0.056340333,0.094366667,0.142656667,0.062619,0.10524,0.16005,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,46,highUnequal,-0.169121908,-0.070125525,0.004986671,-1.474392636,-1.272509458,-1.141474931,0.065610667,0.108466667,0.161840667,0.072683,0.12012,0.181491,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,47,highUnequal,-0.189729253,-0.075970207,0.011322821,-1.481656272,-1.272292046,-1.133060057,0.075718,0.125033333,0.182795333,0.083335,0.13866,0.203525,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,48,highUnequal,-0.206515718,-0.082052542,0.006283999,-1.469717813,-1.270848405,-1.137711275,0.087201333,0.142906667,0.205708333,0.09706,0.15828,0.22928,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,49,highUnequal,-0.181789429,-0.092075401,-0.008021339,-1.440354851,-1.272039685,-1.148983773,0.100619667,0.16204,0.228900667,0.111382,0.1804,0.255816,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,50,highUnequal,-0.189209746,-0.100756646,-0.016756915,-1.433345657,-1.26471173,-1.135404444,0.115787667,0.182646667,0.253029667,0.127834,0.2034,0.282656,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,51,highUnequal,-0.201513383,-0.109334478,-0.029272595,-1.431188709,-1.260229976,-1.126353162,0.132007667,0.204933333,0.277692667,0.1461,0.2281,0.311218,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,52,highUnequal,-0.200096098,-0.114467048,-0.031729505,-1.403963473,-1.245967752,-1.120678073,0.150080667,0.228433333,0.302655,0.165911,0.25492,0.33914,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,53,highUnequal,-0.203654653,-0.123065139,-0.03997752,-1.403586902,-1.245820276,-1.135885286,0.169792333,0.252193333,0.328257333,0.188622,0.2831,0.366379,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,54,highUnequal,-0.218149715,-0.1249902,-0.054284964,-1.394491835,-1.23336572,-1.127193011,0.191110333,0.277166667,0.352699333,0.212103,0.31062,0.393666,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,55,highUnequal,-0.215841058,-0.135838032,-0.067233664,-1.372497191,-1.227058757,-1.127940935,0.213877667,0.302973333,0.375932667,0.236644,0.33748,0.420196,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,56,highUnequal,-0.21508486,-0.145799894,-0.078600096,-1.351783566,-1.224101043,-1.122727621,0.238000333,0.3282,0.397915667,0.262637,0.36506,0.446072,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,57,highUnequal,-0.232469184,-0.154675835,-0.083099196,-1.345986025,-1.21780426,-1.106134795,0.262828333,0.352686667,0.418085333,0.29068,0.39288,0.467897,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,58,highUnequal,-0.249272505,-0.167531228,-0.101807451,-1.345221302,-1.210126767,-1.110194125,0.288282,0.376533333,0.437317,0.318503,0.41804,0.489975,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,59,highUnequal,-0.259779052,-0.176261573,-0.110237155,-1.340807227,-1.197223588,-1.101409769,0.313720667,0.398813333,0.453987,0.345324,0.44244,0.508233,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,60,highUnequal,-0.272949563,-0.190099298,-0.119515937,-1.328094472,-1.191593404,-1.096028597,0.338531,0.419153333,0.469645333,0.373207,0.46516,0.525,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,61,highUnequal,-0.279858251,-0.195875257,-0.136724238,-1.327783817,-1.181624339,-1.095908603,0.362846333,0.438153333,0.483619,0.399392,0.48598,0.539641,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,62,highUnequal,-0.277969226,-0.209352128,-0.144318002,-1.299001579,-1.170597566,-1.092498981,0.386262667,0.4554,0.495539333,0.425656,0.50546,0.552851,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,63,highUnequal,-0.285259454,-0.218662588,-0.152560558,-1.26457843,-1.158814955,-1.083484775,0.408200333,0.470546667,0.505588333,0.449592,0.52184,0.563435,6.0044895,6.00492,6.005521,47,50,53
0.1,0.2,0.1,100,64,highUnequal,-0.294188535,-0.22458059,-0.164125186,-1.238744836,-1.149319069,-1.075896971,0.428215,0.4842,0.513835333,0.471748,0.53596,0.573032,6.0044895,6.00492,6.005521,47,50,53
